token,count
malobanyana,8
tlogelwago,8
nyanyeng,8
dimmaene,8
kgethegilego,8
makgolo,8
tlogago,8
kamogelo,8
mošupologo,8
rametlae,8
matome,8
abetše,8
modiredi,8
tswaletšwego,8
mošomothomo,8
difatanaga,8
setaele,8
sepelelane,8
sekgopi,8
forana,8
kelokago,8
banka,8
kgafetša,8
magora,8
ikgetha,7
fapane,7
mphotlela,7
kelo,7
tekniki,7
lengwalong,7
second,7
letswayana,7
begwa,7
sekwa,7
bodiidi,7
kudumela,7
notlelwa,7
lebelelwa,7
šalela,7
area,7
tamolo,7
hlokiša,7
mmatshepho,7
amago,7
tliša,7
arolwa,7
bogabariele,7
bjala,7
mehlare,7
tlhabollo,7
sethale,7
mmotše,7
nepišo,7
romelwe,7
lakalekanago,7
kalatšo,7
dife,7
botše,7
tšeli,7
mogolelwa,7
armed,7
forces,7
dikopano,7
mphoka,7
freddie,7
kalafi,7
mmušeletšwa,7
baditi,7
dirang,7
poelo,7
rekela,7
mefelelo,7
bonwe,7
bommathinyane,7
kgagano,7
mafeelana,7
letlakaleng,7
maupa,7
mane,7
hwe,7
india,7
dumelelwago,7
šidulla,7
toropo,7
lokago,7
tsenela,7
kwano,7
ngakeng,7
luthere,7
lehlabula,7
kagong,7
tokollong,7
kotofala,7
sethibaletšatši,7
hlamega,7
oketšegilego,7
hlaotšwego,7
itlema,7
ngwaba,7
mašianoke,7
tirišano,7
diruiwa,7
dingangišano,7
hlokege,7
dipolotiki,7
lahlele,7
tšhošetšwago,7
kgahlišego,7
nyakwe,7
thelebišene,7
mpala,7
dinako,7
tswakanya,7
ntlong,7
fans,7
tsongwa,7
fole,7
fapafapanego,7
hlakanelo,7
thoto,7
gatišitšwego,7
otlologa,7
french,7
africa,7
demokrasi,7
letaba,7
sekatane,7
tiišetšwa,7
borobalelo,7
nyakilwe,7
sefatamollo,7
kgotsofatšago,7
mathomothomo,7
tokomane,7
kgafetšakgafetša,7
selelago,7
tšweletše,7
roma,7
mmina,7
thwantšha,7
mmotuka,7
mokgwana,7
kaaka,7
tšwelele,7
pego,7
tiilego,7
makalo,7
rapeletša,7
phanele,7
nyakegego,7
hlokile,7
monyetla,7
empa,7
tlabega,7
ehwa,7
remela,7
sefolo,7
tshepetšoya,7
souta,7
huetšago,7
direlago,7
lekgoba,7
tšweletšo,7
tlabile,7
gamatlebjane,7
lekgowa,7
nations,7
kgotsofalele,7
itirago,7
loka,7
bato,7
date,7
phulego,7
mašoba,7
lokaloka,7
matla,7
hlalefetša,7
hlompho,7
molekwa,7
kgonego,7
motšhene,7
sekamela,7
tselana,7
manaba,7
phološwa,7
galala,7
kotwa,7
mošomi,7
melaetša,7
sellong,7
fokago,7
masepala,7
wag,7
ago,7
ditlhahlobong,7
kereke,7
biro,7
ikemišetše,7
lwe,7
dithutong,7
phetogo,7
ganetšago,7
lekole,7
nepagetše,7
boikgopolelo,7
intasteri,7
keresemose,7
ipitša,7
bonane,7
kgobokeditšwego,7
lebakanyana,7
kgonege,7
thabetše,7
mala,7
fuša,7
lokolla,7
lelalaphaephe,7
bophodisa,7
gapeletšega,7
godile,7
balekodi,7
molomo,7
tatelano,7
itia,7
koma,7
senatla,7
mošomiši,7
sena,7
kgahlanong,7
otlelago,7
senamelwa,7
liberal,7
mathamaga,7
montle,7
dilete,7
tlabego,7
bitšwago,7
basotho,7
lekwa,7
moraleng,7
rutilwe,7
modirišokgopelo,7
diphapano,7
itaola,7
feteletšego,7
samme,7
moswaramarapo,7
motswetši,7
mmelegi,7
hlalane,7
mašole,7
gosasa,7
rwale,7
šalago,7
atlega,7
tekolo,7
fokotša,7
lahle,7
magapu,7
marotse,7
mafodi,7
maraka,7
mono,7
pudi,7
tlemilego,7
mphogodiba,7
otle,7
ai,7
moabalefa,7
molaodipharephare,7
ie,7
kgonono,7
netefatšago,7
golago,7
setimela,7
lebelelwe,7
gole,7
hlabilwe,7
phasitše,7
world,7
tshwenya,7
beakantšwego,7
league,7
thulaganyo,7
malatodi,7
popapolelo,7
tšweletšwa,7
tsošološa,7
bolokologi,7
noga,7
tselapedi,7
diila,7
nepiše,7
mabokgone,7
ngwala,7
lebothata,7
mmatšhego,7
hlaola,7
bonagetše,7
palelwago,7
hlakotše,7
saenwe,7
ithata,7
dikholego,7
diripwa,7
meokgo,7
nkego,7
phedišana,7
šate,7
nwelele,7
boledišane,7
ihlo,7
phakiše,7
golegwe,7
tikirii,7
ngwang,7
phelwa,7
diaduma,7
hlapela,7
dintšhi,7
potfolio,7
mmeile,7
gahlanetšwa,7
telefatšo,7
matala,7
thomiša,7
lahlegelwa,7
obja,7
selekega,7
sekhwama,7
kgodu,7
mekhuri,7
sehlogo,7
pakatiro,7
seruthufatši,7
lela,7
orego,7
dihlopha,7
kgebe,7
ahlaahlilwe,7
bomaseterata,7
khuta,7
mahlaku,7
bokamoso,7
ponagatšo,7
ganong,7
mokopu,7
diripa,7
afa,7
sera,7
tatelelo,7
metheo,7
baratani,7
dipit,7
tsebega,7
saena,7
ikhomotša,7
laetšago,7
batlagonna,7
motšheletšhele,7
noto,7
rume,7
lebega,7
mafelelobeketelele,7
pampiri,7
bakiša,7
mmeleng,7
haledi,7
oketšega,7
matriki,7
babjago,7
nkgotla,7
aperwe,7
matrikana,7
boamogelong,7
balega,7
mogononelwa,7
tlwaetše,7
tlwaetšego,7
šennego,7
ramasedi,7
phirima,7
saenetšwego,7
boletšwego,7
hlobogwe,7
šomišega,7
roto,7
letswele,7
mohlala,7
ngwaga,7
mohlomong,7
lokolle,7
mebileng,7
mošamawatle,7
senyegile,7
dikološa,7
sereto,7
kweše,7
diela,7
thelela,7
bohlapelong,7
mathaere,7
wetše,7
matlalo,7
batsinkedi,7
basekaseki,7
tekatekanyo,7
moreti,7
tsenego,7
moanegwa,7
lenyenyane,7
pheta,7
dikgorotsheko,7
thari,7
phafana,7
morwedi,7
lekhwi,7
ramokole,7
phema,7
gapeleditšego,7
kgaroga,7
kgatišo,7
hlakelela,7
kgakala,7
kgolwane,7
ditšhošane,7
dintši,7
bomenetša,7
dipelong,7
megopolong,7
ntogela,7
ntšhiwa,7
tsopole,7
saki,7
thubamalapa,7
fanago,7
tlwaelegilego,7
robega,7
malesa,7
molekani,7
itshepile,7
dirišitšwego,7
mahlapahlapa,7
dumeletšego,7
setlamong,7
sererwa,7
badišišitšwe,7
ntšhwa,7
šalana,7
kgaoganego,7
fetolelwa,7
tšhošetšwa,7
mahla,7
bi,7
panga,7
porega,7
bankeng,7
art,7
magistrata,7
matolo,7
mmipe,7
company,7
morako,6
dikgahlego,6
hlalefelathoko,6
wago,6
badiša,6
phaphatha,6
rerišanago,6
mmoloka,6
bokgope,6
ditokumente,6
continental,6
congress,6
manaka,6
mokopana,6
kgakanegong,6
rometšwego,6
motšhoni,6
sebelana,6
badiidi,6
boletšwe,6
ii,6
phethwago,6
morogo,6
dinomoro,6
hlamula,6
tuma,6
tswalano,6
topa,6
patla,6
ntšea,6
bakwago,6
dulwa,6
wammala,6
mokadiathola,6
reka,6
hlamago,6
rarollwago,6
kekeetšane,6
botlotla,6
bophara,6
kgaoganago,6
diwate,6
ikemetše,6
phuthela,6
tiiša,6
kalafo,6
kaonafatša,6
folego,6
thabišwa,6
dudišwa,6
keteka,6
hlabetše,6
lebadi,6
kgaoganya,6
molamo,6
konalo,6
thalele,6
mekgwatshepetšo,6
phemiti,6
epa,6
omelele,6
bareki,6
swaya,6
dikgoši,6
botšološoša,6
hlatsela,6
latelwa,6
magoši,6
nolofatšo,6
ipolaya,6
moesa,6
kgotsofatšo,6
ratega,6
mmanadinadi,6
dumela,6
gebaswanetše,6
seketša,6
thušwa,6
tsikitla,6
ipabalela,6
bokgobadingwalo,6
bjako,6
mokaba,6
masole,6
thewa,6
setulo,6
sekgowa,6
šibašiba,6
tiišetše,6
rathagantšha,6
bokgalaka,6
noše,6
šomišitšego,6
tswakanywa,6
naganelago,6
malwetšing,6
mošiši,6
legogo,6
maboteng,6
ditšhikamadi,6
diphadišano,6
diklapo,6
tswalanyago,6
nonwane,6
kgatlampana,6
taodišwana,6
baotledi,6
gakatšwa,6
befetšwe,6
mešongwana,6
mekgahlo,6
kobiwa,6
dumelwetšego,6
bagwebi,6
tirobophelo,6
palelwaruri,6
digole,6
dipušetšo,6
menngwaga,6
itemogelago,6
dibekeng,6
poraebete,6
tlhalošišo,6
neketifi,6
gedigetša,6
tlišitšwego,6
boute,6
hwilego,6
phošollo,6
šogilwego,6
mafokonolo,6
mafokontši,6
mafokofokwana,6
mohlobo,6
senkwa,6
tlemollo,6
lehuto,6
mokgopedi,6
palelwe,6
marematlou,6
šo,6
mofi,6
hlahlobela,6
mokgadifela,6
setšweletšwa,6
tatikgwedi,6
matati,6
lefelelwa,6
dumege,6
festival,6
letswai,6
segetšwe,6
mellwaneebile,6
godimodimo,6
setsopolwa,6
gatišwe,6
metato,6
dipshio,6
gokara,6
tshwanetše,6
kwagala,6
tlhokomelo,6
kgoboketša,6
tabana,6
lale,6
eletšana,6
taolong,6
taolopheko,6
thorwana,6
bodudi,6
šadiše,6
raga,6
maswaodikga,6
kgopele,6
toloki,6
boradinama,6
ineng,6
mokotlaneng,6
bofelela,6
elele,6
amegago,6
thibelegego,6
ikema,6
ipone,6
bapedi,6
badišišwa,6
gobaditšwego,6
atšha,6
boela,6
molebaleng,6
hlwahlwa,6
akantšwe,6
thabe,6
legorong,6
iketle,6
bomotho,6
mesebelele,6
lemeng,6
april,6
itheta,6
kansas,6
city,6
renago,6
tlaba,6
mmotšago,6
molatong,6
romago,6
disego,6
mmona,6
ngwadilwe,6
badišitšwe,6
kgaolo,6
sesotho,6
tlilego,6
gadika,6
mantona,6
batlatši,6
swarelela,6
makhura,6
hlabile,6
senna,6
mahlare,6
laolega,6
akhaonte,6
dikgatišobaka,6
dirapama,6
mmileng,6
bolokwa,6
peeletšo,6
makgoma,6
dumelelwe,6
kwametša,6
tau,6
tšwetšapele,6
matlala,6
swaba,6
america,6
kholego,6
fore,6
tahlegelo,6
rilego,6
šia,6
mmagongwana,6
kgonegago,6
meetseng,6
hlokofetšego,6
akola,6
kabotlaleletši,6
phethagatše,6
holege,6
nta,6
mathuding,6
anega,6
thulanong,6
yago,6
tšhipi,6
polaka,6
rea,6
hlasela,6
lefelo,6
bosodi,6
matšatšinyana,6
mathibolle,6
belegwa,6
ikonomi,6
tebanyo,6
kopanyo,6
sekhwameng,6
lefetšwe,6
tšheke,6
maswa,6
kaonafatšwa,6
sehlongwa,6
setšweletša,6
betla,6
felwa,6
tladi,6
soweto,6
hlakahlakantšha,6
tsošološo,6
šefa,6
marama,6
namelela,6
mafofa,6
mpete,6
rwelwe,6
itšeng,6
hlwele,6
molefe,6
fapanago,6
laolegego,6
boleleng,6
kopafaditšwego,6
thušana,6
thekgana,6
nonyana,6
kopanywago,6
šetša,6
mmagauta,6
tlabakelwa,6
bomakgolo,6
foromo,6
hlala,6
melokong,6
ntlega,6
setšidifatši,6
tšweletšago,6
mogolong,6
hlongwa,6
dikgwebo,6
los,6
angeles,6
diketswana,6
sebepi,6
boganka,6
bohlokotsebe,6
kgwahlile,6
fiwago,6
lethumaša,6
bongwaledi,6
sethunya,6
fodile,6
tabeng,6
fero,6
nnyane,6
tsebalega,6
dirilego,6
tlaleletšo,6
kgano,6
sidiko,6
maatlafetše,6
seporo,6
welwa,6
meedi,6
ntira,6
ngwanagwe,6
pelego,6
setseka,6
fante,6
pukuntšu,6
saennwego,6
tempiwa,6
iponagatša,6
kholofetšo,6
force,6
dumedišana,6
botšišana,6
seswa,6
hlapa,6
projeke,6
dutšego,6
kgane,6
mohlagase,6
mafoko,6
segalo,6
tshedimopo,6
ditho,6
hlaela,6
dibini,6
hlokwago,6
oketša,6
magaeng,6
mmotegile,6
abula,6
tlabegile,6
ts,6
enela,6
leseana,6
tloša,6
golofetšego,6
abelana,6
boitsebelo,6
metsemagaeng,6
ditemošo,6
pate,6
dumile,6
mmulela,6
kganano,6
mananetefo,6
metsesetoropong,6
tholomelela,6
theeletše,6
nyetšego,6
barwedi,6
european,6
tšhollwa,6
mahlakoreng,6
filimi,6
molawana,6
ditikologo,6
gagaila,6
kgathilego,6
selalelo,6
nthole,6
šeba,6
mmala,6
dikhomišene,6
tulo,6
šago,6
alo,6
ntleme,6
teteano,6
dipotfolio,6
amogetšwego,6
mminorathwana,6
bongwanana,6
dinoga,6
alafa,6
sebopego,6
boineelo,6
karabo,6
molala,6
todi,6
ripelela,6
pota,6
bohlankedi,6
fulara,6
mošalamaropeng,6
mofeti,6
dibata,6
bant,6
dirileng,6
sedumedi,6
met,6
maropeng,6
sekete,6
nkilego,6
tse,6
samponana,6
borena,6
gadima,6
molope,6
matepe,6
semela,6
maanomabe,6
there,6
dišitše,6
ditlamorago,6
bophelwana,6
hlamilwe,6
madibeng,6
poponono,6
tšweleditšwego,6
ntumeleleng,6
phoulo,6
tlogelele,6
phatlalat,6
rekilego,6
bodulasetulo,6
bohlale,6
ngašula,6
itšhišinya,6
utolletšwe,6
maafrika,6
social,6
dithibelamphufutšo,6
rakwa,6
ntho,6
dirwe,6
didiba,6
nyepo,6
bogoja,6
hlokafetšego,6
magetleng,6
mpshafala,6
bipetšwe,6
huhumela,6
nkwa,6
dipurabura,6
hlweki,6
tsošeditše,6
itloša,6
dumellane,6
kgwele,6
širela,6
puledi,6
tumelelopele,6
lorilego,6
sekerete,6
makgotleng,6
space,6
apeša,6
phedilego,6
indies,6
itshetšha,6
phagong,6
seboi,6
malaria,6
madišong,6
temokrasi,6
fahletše,6
red,6
nofemere,6
koko,6
botšwa,6
ditshenyegelo,6
rolwe,6
gobala,6
ethimola,6
baamogedi,6
makgokgolo,6
modirelaleago,6
komišenare,6
thola,6
tukula,6
ferelela,6
twatši,6
mphahlele,6
semolaotheo,6
selwa,6
hlong,6
mabinakošana,6
seabo,6
sotoma,6
gomora,6
bahlokomelwa,6
neelo,6
laetšwego,6
khutlosenyane,6
matšwantle,6
amega,6
difata,6
kgala,6
tsota,6
bušeletša,6
gantši,6
amogele,6
lelekere,6
lebišitšego,6
kwena,6
lekanelago,6
hlamegile,6
gabotsenyana,6
lekgolo,6
nkagela,6
bula,6
ikemela,6
belega,6
galefela,6
leolo,6
golole,6
tsomega,6
mokopane,6
malaka,6
thokwana,6
afe,6
dikhorane,6
sejo,6
lefoko,6
lebale,6
maswi,6
ila,6
kgonthe,6
hlokegago,6
tšwafiša,6
baleng,6
elela,6
diragatšago,6
rarollwe,6
sesehla,6
palelo,6
thwalwa,6
mašokotšo,6
dipalopalo,6
humane,6
kwalakwatšo,6
dikgetho,6
bapetša,6
bakgaga,6
maroga,6
ragore,6
modišana,6
basepetšakgwebo,6
gakanega,6
boloketša,6
magodimo,6
šongwa,6
dipolelo,6
emetšego,6
hlalošwago,6
šomišadiokobatši,6
felabaga,6
bolawe,6
kerekeng,6
lefelelwe,6
lemogwe,6
balaodi,6
makoko,6
dikamego,6
selekegile,6
sekgomana,6
dudišega,6
lentiri,6
fošetša,6
katlano,6
tlamega,6
namola,6
gononela,6
mogatšagwe,6
dilatelago,6
bammala,6
okobatša,6
dihlabi,6
sobelela,6
nwele,6
seka,6
kabababedi,6
dinyakišišo,6
amme,6
monaganong,6
ithušitše,6
beakanyetša,6
phasa,6
letobe,6
nankhonomolato,6
bosefala,6
bohlokwahlokwa,6
atlegilego,6
ditebanywa,6
thekisi,6
diforomo,6
lepelle,6
tiragalo,6
hlabollwago,6
tshedimo,6
hlakanya,6
litara,6
bjalobjalo,6
šomišwa,6
merafe,6
bahlwekiši,6
loan,6
planete,6
thutapolelo,6
bomang,6
amegilego,6
bašomiši,6
mananeothuto,6
banolofatši,6
adima,6
phekolo,6
catholics,6
teletšana,5
lemoge,5
mami,5
team,5
kantoro,5
polelong,5
kontraka,5
materiale,5
ithutilego,5
kgiwa,5
anke,5
kgorotshekong,5
mokgahlong,5
paletšwe,5
nanyago,5
musiamong,5
setemere,5
anegela,5
seripana,5
rahlogo,5
mererong,5
lekolwa,5
bogole,5
phetho,5
kankere,5
tope,5
moyawa,5
itefetša,5
aterese,5
bokhomišenare,5
eniša,5
iks,5
abela,5
mekotlana,5
dipeu,5
mengwa,5
ikokobetša,5
purunyana,5
hlapologelwa,5
tirwa,5
balemi,5
gakwa,5
difero,5
marago,5
balatedi,5
pankeng,5
holofelwago,5
eja,5
mashabela,5
bothateng,5
morekiši,5
setlogolo,5
mogofe,5
sebitiela,5
tsenasekolo,5
phethago,5
ditaere,5
srsa,5
nweša,5
mehlape,5
matlotlo,5
dikholegong,5
hlakantšhwa,5
mafasetereng,5
dinyako,5
selekišago,5
swarega,5
babolai,5
phetišetšo,5
šego,5
tshekoleswa,5
ukangwago,5
hlabanetše,5
sekasekwa,5
leotša,5
bolelang,5
badika,5
nyale,5
lebese,5
šetšwe,5
poting,5
fapantšhwe,5
diokobatši,5
thethelelo,5
modimolle,5
eo,5
fologa,5
ramaeba,5
lebatho,5
menyetla,5
thutše,5
ntheeletšage,5
setheo,5
seteišeneng,5
hlaologanyegago,5
ramohwibidu,5
mamohlaume,5
palewago,5
katološetša,5
šaretšwego,5
mešomong,5
kgalemo,5
lebišitšweng,5
mmaditsela,5
dikgokonyane,5
bomphetakapejana,5
lahlegelwe,5
boemo,5
otiti,5
morwadi,5
hlogwana,5
lekago,5
tšwelelela,5
lebeletšwego,5
tšhabišitšwe,5
melago,5
masoding,5
dikgweng,5
sephantha,5
keno,5
mafolofolo,5
thomelo,5
lefišwa,5
tshepišitšwego,5
anegelwa,5
ditiragalo,5
papatla,5
legofsi,5
mamane,5
motšila,5
pheega,5
belaelago,5
puladifate,5
hlakanelwe,5
mpotšiša,5
ntlogeleng,5
hlaloša,5
moratani,5
barutišigadi,5
bofologa,5
kibakiba,5
hlabologa,5
lebebe,5
beakanyetšwa,5
potologapotologa,5
tshepedišano,5
thobela,5
hlologetšego,5
seferefetlane,5
pagetše,5
ikamanyago,5
memile,5
lehlaodi,5
šomišitšwego,5
lahlela,5
bulegilego,5
semphato,5
hlahlelwago,5
kelonyakipipo,5
felelwago,5
swarelelago,5
rameriri,5
asa,5
moaparo,5
bothepa,5
kgewago,5
kopanyago,5
lešaba,5
mamone,5
gokarana,5
atlana,5
mebe,5
nkano,5
thupa,5
senobotwane,5
badišana,5
ikgafiša,5
šupilwe,5
disimba,5
nkgokolo,5
swaregego,5
dipositi,5
nyalelane,5
laole,5
tsenelana,5
bewago,5
kantle,5
merabeng,5
dikafoko,5
tsebišwa,5
tshenyego,5
serolwane,5
hlahloba,5
dinyepollantšu,5
dithaloko,5
kgotsofaditše,5
ithapeletšago,5
tšhabago,5
mabudi,5
magomo,5
fahlela,5
polokwane,5
tadi,5
mothoyoo,5
monnayo,5
kgapeletšo,5
obilwego,5
maria,5
kote,5
maikano,5
phagamiša,5
thale,5
popegong,5
ditefišo,5
kwagalago,5
tšhireletšego,5
eksoso,5
omišitšwego,5
seriele,5
omilego,5
bammušo,5
selega,5
thopša,5
gabonolo,5
retela,5
šomišanago,5
panka,5
papatšo,5
itshwenya,5
mileniamo,5
ditšhabakopano,5
sebatakgomo,5
mabala,5
rutegago,5
koloni,5
bopaganya,5
gopotšego,5
mebalabala,5
dikganetšo,5
phothasiamo,5
menerale,5
šaparolle,5
boimanyana,5
thakgatša,5
motlatša,5
tiišwa,5
maiphedišo,5
dikgong,5
rulaganywe,5
ikhwiša,5
bogompane,5
rasebešo,5
lebanago,5
pasari,5
leselaga,5
dikgweding,5
bolayana,5
maribe,5
sediba,5
petroleamo,5
lebišitše,5
emago,5
lemile,5
bagolwane,5
sebjalebjale,5
beakanywa,5
malesela,5
lefela,5
prime,5
minister,5
fu,5
totoba,5
mpha,5
hlalosetša,5
motswetšing,5
fokolago,5
amantšhwa,5
tlaišege,5
hlophilwe,5
mary,5
mokoto,5
polokelong,5
kgetholla,5
khupamarama,5
makgwareng,5
atla,5
morongwa,5
meputso,5
mošupatsela,5
ditaola,5
lekgotleng,5
nanarisi,5
dinonyana,5
fetošwa,5
laetšwa,5
balabala,5
mogopo,5
gadikele,5
phura,5
ithobolla,5
ganetša,5
phatlalatšo,5
kganetšano,5
dihuswane,5
ramohlagase,5
lokela,5
nanoga,5
bahlankedi,5
motalalerata,5
leemaema,5
fošagetše,5
dinepša,5
lekgothwane,5
dumelelana,5
thabelego,5
arabela,5
kgopelong,5
mmefelela,5
etela,5
mangangate,5
thaloko,5
dume,5
goreka,5
supamakete,5
ditirišano,5
ikgabišitše,5
dihlakahlaka,5
mabopo,5
mananana,5
ganelela,5
akanywa,5
mokopa,5
ikwago,5
magoreng,5
matse,5
nole,5
dumelela,5
barekiši,5
moleloko,5
dikoporasi,5
koporasi,5
thitšhere,5
ere,5
bannyane,5
pharagahla,5
dikwaano,5
lekalatiro,5
kutšwana,5
tharollo,5
kilelo,5
dirišwe,5
nyane,5
maboya,5
tatagantšha,5
malepu,5
radithekisi,5
letšatšing,5
logagantšwego,5
maikemietšo,5
letago,5
kgomago,5
dinku,5
mahlomola,5
hlagilego,5
bontšhago,5
bilego,5
gerula,5
kgotlelelwe,5
swaretše,5
potong,5
baloi,5
dingwalelano,5
thušitšwe,5
tseneka,5
fetwa,5
riba,5
moletlane,5
matebele,5
gabo,5
tšewago,5
gakgopa,5
gamampa,5
tsebile,5
nanya,5
masetrata,5
mabule,5
thušago,5
moše,5
pakteria,5
gaphala,5
amabedi,5
amafelelo,5
tsenwa,5
kgalekgale,5
pelapela,5
tokišo,5
kgahlišago,5
laetšwe,5
kwešišo,5
badilwe,5
difokeng,5
tšhiwana,5
letela,5
engwe,5
dikebeka,5
lenaneotheko,5
bohlabela,5
phuthego,5
lese,5
kgobokana,5
dikuranta,5
kgotsofale,5
bofiwa,5
badirelaleago,5
komeng,5
radiolotši,5
feela,5
kgahlegelo,5
ditonki,5
dinagamagae,5
kagoleswa,5
nyetlele,5
nene,5
dihlora,5
maanopeakanyo,5
kopanetšwego,5
fetela,5
itšego,5
ngwadilwego,5
tšaditšhiololo,5
hlompša,5
ntlha,5
sethokgwa,5
poifo,5
reiti,5
talalerata,5
poso,5
tsebang,5
dikamano,5
bahlami,5
šokwa,5
mokgahlo,5
maphelong,5
setrata,5
laeditšwego,5
tšweletšwago,5
tb,5
badile,5
ikwetše,5
raranego,5
ntšhe,5
ditoropong,5
paia,5
maru,5
morwarragwe,5
retwago,5
fodišago,5
dikgano,5
šomiše,5
hlalefiša,5
obago,5
šeleng,5
mamareditšwego,5
mabating,5
botsele,5
botega,5
ipotša,5
sebotsana,5
rakgadi,5
lebalantsebe,5
dipolastiki,5
lokologana,5
hlolana,5
nepagetšego,5
tatagomatomefela,5
mohlaba,5
sentšhelele,5
thwetše,5
phakiša,5
phumula,5
rema,5
saekholotši,5
sethakga,5
ditona,5
leset,5
butše,5
umakilwego,5
magano,5
agelwa,5
inthanete,5
phumole,5
lebelwana,5
aketše,5
mehlano,5
binabine,5
epiwa,5
kampase,5
kolota,5
letšeke,5
jago,5
rapeleng,5
bolamodi,5
bomatontshe,5
swerwego,5
gaša,5
bolepu,5
malopo,5
moropana,5
nno,5
lekgaba,5
bolailego,5
saint,5
lawrence,5
seaway,5
relay,5
chat,5
longwa,5
ora,5
hlologetše,5
kodu,5
tlhahloba,5
maatlafatšwe,5
mongwaladifilimi,5
kemedi,5
latela,5
sepelago,5
diriša,5
lehufa,5
ntšhiile,5
trade,5
sefahlogo,5
maitokišo,5
tswalelega,5
tieleleng,5
legatong,5
tšhuma,5
asia,5
sequence,5
putlaganya,5
morutišigadi,5
phaela,5
melawaneng,5
lesekana,5
bouta,5
taupela,5
diprotšeke,5
tala,5
music,5
ntlholeletša,5
pejana,5
thekgwago,5
romelwago,5
mantlwantlwane,5
mantlwantlwaneng,5
semphetekegofete,5
dinonwane,5
mets,5
nošetšo,5
maphakga,5
hloya,5
amogelago,5
gopolega,5
tšhwahledi,5
thetha,5
dikgolo,5
emipego,5
makalatiro,5
kgadimola,5
ipontšha,5
nepišitšwego,5
kgoboketšong,5
fetlekolla,5
leleditše,5
sefane,5
setlabelo,5
labo,5
polaseng,5
dingakeng,5
mokgalabje,5
sephatšamaru,5
kgolegong,5
mmakgonthe,5
mawatle,5
bolediše,5
kgaotše,5
ikgonago,5
rotwane,5
propo,5
kgang,5
disentimetara,5
mokhwi,5
lehu,5
kagišano,5
senators,5
agwa,5
seoa,5
tsenetšwego,5
molaotherwa,5
sesi,5
r,5
tambo,5
phethagatšwago,5
ruruga,5
malokollo,5
kamano,5
tsebana,5
ditseka,5
maahlo,5
kgonagalago,5
badišiša,5
lekhalate,5
bahlodi,5
mothwadi,5
itseba,5
direge,5
mabothe,5
molaotshepetšo,5
senago,5
swabiše,5
matsepe,5
yekhwi,5
nagane,5
lebelelana,5
legato,5
seferong,5
tholana,5
gwaelwa,5
bolokega,5
ntshwareleng,5
kgotsofatšego,5
itaole,5
difomo,5
tladitšwe,5
thudiša,5
dikoti,5
marameng,5
pušo,5
khuetšo,5
tshwaro,5
lefetšwego,5
bommankgagane,5
kgoromeletša,5
poroto,5
logaganywa,5
mamohla,5
kontrakwa,5
fihletšwego,5
leša,5
mogalakane,5
itote,5
kgahlilwe,5
senolofatša,5
ntsebiše,5
kekana,5
sekgwari,5
lesometshela,5
dilomi,5
hlagoletše,5
leokana,5
mešwana,5
kwanego,5
hlobaboroko,5
kabe,5
phaga,5
dikilwego,5
hlokišitšwe,5
apole,5
tsenele,5
data,5
humanegago,5
dipatše,5
pharoga,5
theoga,5
mabilo,5
leboge,5
boahlodi,5
esego,5
tlabela,5
lefokong,5
mekaone,5
bapa,5
bontšhagore,5
setsebalege,5
makhudu,5
ntepa,5
lešago,5
makgobadingwalo,5
lefetla,5
lamolelwa,5
kgetholle,5
bookelo,5
kgonega,5
lelakane,5
patlama,5
tšeana,5
mafapha,5
ikgafile,5
poledišano,5
mareo,5
gapela,5
polaong,5
omphile,5
baithaopi,5
karogano,5
sekgotho,5
kesare,5
iponagatše,5
disetifikeiti,5
tlwaelana,5
setsopolwana,5
tšhogile,5
kgethilego,5
lemoše,5
tabaye,5
hlwego,5
kgotlelela,5
hlaga,5
nokwa,5
tsopola,5
ipeta,5
akantšwego,5
rasiti,5
netefatšatiragatšo,5
ala,5
makatšwa,5
kege,5
lebonala,5
diteko,5
nyakišišo,5
begago,5
malengwana,5
segologolo,5
thutokakarretšo,5
diteng,5
lelatodi,5
kalatšane,5
mayo,5
difoka,5
tsebjago,5
banyenyane,5
phadišanago,5
karata,5
matšarine,5
botoro,5
mayonnaise,5
lokele,5
pukwana,5
boitsebišo,5
lenyora,5
tipositi,5
tlwaelegago,5
gapelwa,5
dumeletšwego,5
karatšhe,5
tlišitšwe,5
nyalelanago,5
tlamilwe,5
šomilego,5
rodiša,5
tlalago,5
letlakalale,5
tšeela,5
dikgopolonyana,5
neletlakalatšego,5
imiša,5
theto,5
ratela,5
faletšego,5
gomele,5
disemere,5
tlasese,5
setsopolweng,5
boeletšwa,5
masomepedi,5
papading,5
hlagaditše,5
agaa,5
bereka,5
boselela,5
saenwa,5
ketelo,5
lekanyetšwa,5
beakanywago,5
bakwa,5
sefata,5
legaši,5
adimago,5
ntšhiwe,5
mafuri,5
leye,5
mafula,5
phara,5
motlatšamodulasetulo,5
moiphemedi,5
felegeditšwe,5
felelago,5
afago,5
hufagela,5
sefularo,5
swanetšane,5
kgethago,5
kolotwago,5
mopolokong,5
gatišitšego,5
phatlaladitšego,5
diragaditšego,5
ileditšwego,5
kgwebong,5
fotlela,5
bofe,5
polelonošing,5
khupeditše,5
paki,5
modipa,5
letsoalo,5
bolokilwe,5
kgakganetša,5
llelago,5
selina,5
iwa,5
košeng,5
oswanetše,5
sengwalwa,5
